行政区域コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（ｶﾅ）,市区町村名（ｶﾅ）,コードの改定区分,改正年月日,改正後のコード,改正後の名称,改正後の名称(ｶﾅ),改正事由等,最終市区町村名
13222,東京都,東久留米市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼｸﾙﾒｼ,,,13222,,,,東久留米市
13223,東京都,武蔵村山市,ﾄｳｷｮｳﾄ,ﾑｻｼﾑﾗﾔﾏｼ,,,13223,,,,武蔵村山市
13224,東京都,多摩市,ﾄｳｷｮｳﾄ,ﾀﾏｼ,,,13224,,,,多摩市
13225,東京都,稲城市,ﾄｳｷｮｳﾄ,ｲﾅｷﾞｼ,,,13225,,,,稲城市
13227,東京都,羽村市,ﾄｳｷｮｳﾄ,ﾊﾑﾗｼ,,,13227,,,,羽村市
13228,東京都,あきる野市,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,,,13228,,,,あきる野市
13229,東京都,西東京市,ﾄｳｷｮｳﾄ,ﾆｼﾄｳｷｮｳｼ,,,13229,,,,西東京市
13303,東京都,瑞穂町,ﾄｳｷｮｳﾄ,ﾐｽﾞﾎﾏﾁ,,,13303,,,,瑞穂町
13305,東京都,日の出町,ﾄｳｷｮｳﾄ,ﾋﾉﾃﾞﾏﾁ,,,13305,,,,日の出町
13307,東京都,檜原村,ﾄｳｷｮｳﾄ,ﾋﾉﾊﾗﾑﾗ,,,13307,,,,檜原村
13308,東京都,奥多摩町,ﾄｳｷｮｳﾄ,ｵｸﾀﾏﾏﾁ,,,13308,,,,奥多摩町
13361,東京都,大島町,ﾄｳｷｮｳﾄ,ｵｵｼﾏﾏﾁ,,,13361,,,,大島町
13362,東京都,利島村,ﾄｳｷｮｳﾄ,ﾄｼﾏﾑﾗ,,,13362,,,,利島村
13363,東京都,新島村,ﾄｳｷｮｳﾄ,ﾆｲｼﾞﾏﾑﾗ,,,13363,,,,新島村
13364,東京都,神津島村,ﾄｳｷｮｳﾄ,ｺｳﾂﾞｼﾏﾑﾗ,,,13364,,,,神津島村
13381,東京都,三宅村,ﾄｳｷｮｳﾄ,ﾐﾔｹﾑﾗ,,,13381,,,,三宅村
13382,東京都,御蔵島村,ﾄｳｷｮｳﾄ,ﾐｸﾗｼﾞﾏﾑﾗ,,,13382,,,,御蔵島村
13401,東京都,八丈町,ﾄｳｷｮｳﾄ,ﾊﾁｼﾞｮｳﾏﾁ,,,13401,,,,八丈町
13402,東京都,青ヶ島村,ﾄｳｷｮｳﾄ,ｱｵｶﾞｼﾏﾑﾗ,,,13402,,,,青ヶ島村
13421,東京都,小笠原村,ﾄｳｷｮｳﾄ,ｵｶﾞｻﾜﾗﾑﾗ,,,13421,,,,小笠原村
14000,神奈川県,,ｶﾅｶﾞﾜｹﾝ,,,,14000,,,,
14100,神奈川県,横浜市,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼ,,,14100,,,,横浜市
14101,神奈川県,横浜市鶴見区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾂﾙﾐｸ,,,14101,,,,横浜市鶴見区
14102,神奈川県,横浜市神奈川区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｶﾅｶﾞﾜｸ,,,14102,,,,横浜市神奈川区
14103,神奈川県,横浜市西区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾆｼｸ,,,14103,,,,横浜市西区
14104,神奈川県,横浜市中区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾅｶｸ,,,14104,,,,横浜市中区
14105,神奈川県,横浜市南区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾐﾅﾐｸ,,,14105,,,,横浜市南区
14106,神奈川県,横浜市保土ケ谷区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾎﾄﾞｶﾞﾔｸ,,,14106,,,,横浜市保土ケ谷区
14107,神奈川県,横浜市磯子区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｲｿｺﾞｸ,,,14107,,,,横浜市磯子区
14108,神奈川県,横浜市金沢区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｶﾅｻﾞﾜｸ,,,14108,,,,横浜市金沢区
14109,神奈川県,横浜市港北区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｺｳﾎｸｸ,,,14109,,,,横浜市港北区
14110,神奈川県,横浜市戸塚区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾄﾂｶｸ,,,14110,,,,横浜市戸塚区
14111,神奈川県,横浜市港南区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｺｳﾅﾝｸ,,,14111,,,,横浜市港南区
14112,神奈川県,横浜市旭区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｱｻﾋｸ,,,14112,,,,横浜市旭区
14113,神奈川県,横浜市緑区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾐﾄﾞﾘｸ,,,14113,,,,横浜市緑区
14114,神奈川県,横浜市瀬谷区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｾﾔｸ,,,14114,,,,横浜市瀬谷区
14115,神奈川県,横浜市栄区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｻｶｴｸ,,,14115,,,,横浜市栄区
14116,神奈川県,横浜市泉区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｲｽﾞﾐｸ,,,14116,,,,横浜市泉区
14117,神奈川県,横浜市青葉区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼｱｵﾊﾞｸ,,,14117,,,,横浜市青葉区
14118,神奈川県,横浜市都筑区,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾂﾂﾞｷｸ,,,14118,,,,横浜市都筑区
14130,神奈川県,川崎市,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼ,,,14130,,,,川崎市
14131,神奈川県,川崎市川崎区,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼｶﾜｻｷｸ,,,14131,,,,川崎市川崎区
14132,神奈川県,川崎市幸区,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼｻｲﾜｲｸ,,,14132,,,,川崎市幸区
14133,神奈川県,川崎市中原区,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼﾅｶﾊﾗｸ,,,14133,,,,川崎市中原区
14134,神奈川県,川崎市高津区,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼﾀｶﾂｸ,,,14134,,,,川崎市高津区
14135,神奈川県,川崎市多摩区,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼﾀﾏｸ,,,14135,,,,川崎市多摩区
14136,神奈川県,川崎市宮前区,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼﾐﾔﾏｴｸ,,,14136,,,,川崎市宮前区
14137,神奈川県,川崎市麻生区,ｶﾅｶﾞﾜｹﾝ,ｶﾜｻｷｼｱｻｵｸ,,,14137,,,,川崎市麻生区
14150,神奈川県,相模原市,ｶﾅｶﾞﾜｹﾝ,ｻｶﾞﾐﾊﾗｼ,,,14150,,,,相模原市
14151,神奈川県,相模原市緑区,ｶﾅｶﾞﾜｹﾝ,ｻｶﾞﾐﾊﾗｼﾐﾄﾞﾘｸ,,,14151,,,,相模原市緑区
14152,神奈川県,相模原市中央区,ｶﾅｶﾞﾜｹﾝ,ｻｶﾞﾐﾊﾗｼﾁｭｳｵｳｸ,,,14152,,,,相模原市中央区
14153,神奈川県,相模原市南区,ｶﾅｶﾞﾜｹﾝ,ｻｶﾞﾐﾊﾗｼﾐﾅﾐｸ,,,14153,,,,相模原市南区
14201,神奈川県,横須賀市,ｶﾅｶﾞﾜｹﾝ,ﾖｺｽｶｼ,,,14201,,,,横須賀市
14203,神奈川県,平塚市,ｶﾅｶﾞﾜｹﾝ,ﾋﾗﾂｶｼ,,,14203,,,,平塚市
14204,神奈川県,鎌倉市,ｶﾅｶﾞﾜｹﾝ,ｶﾏｸﾗｼ,,,14204,,,,鎌倉市
14205,神奈川県,藤沢市,ｶﾅｶﾞﾜｹﾝ,ﾌｼﾞｻﾜｼ,,,14205,,,,藤沢市
14206,神奈川県,小田原市,ｶﾅｶﾞﾜｹﾝ,ｵﾀﾞﾜﾗｼ,,,14206,,,,小田原市
14207,神奈川県,茅ヶ崎市,ｶﾅｶﾞﾜｹﾝ,ﾁｶﾞｻｷｼ,,,14207,,,,茅ヶ崎市
14208,神奈川県,逗子市,ｶﾅｶﾞﾜｹﾝ,ｽﾞｼｼ,,,14208,,,,逗子市
14209,神奈川県,相模原市,ｶﾅｶﾞﾜｹﾝ,ｻｶﾞﾐﾊﾗｼ,欠番,H22.4.1,14150,相模原市,ｻｶﾞﾐﾊﾗｼ,政令指定都市へ移行,相模原市
14210,神奈川県,三浦市,ｶﾅｶﾞﾜｹﾝ,ﾐｳﾗｼ,,,14210,,,,三浦市
14211,神奈川県,秦野市,ｶﾅｶﾞﾜｹﾝ,ﾊﾀﾞﾉｼ,,,14211,,,,秦野市
14212,神奈川県,厚木市,ｶﾅｶﾞﾜｹﾝ,ｱﾂｷﾞｼ,,,14212,,,,厚木市
14213,神奈川県,大和市,ｶﾅｶﾞﾜｹﾝ,ﾔﾏﾄｼ,,,14213,,,,大和市
14214,神奈川県,伊勢原市,ｶﾅｶﾞﾜｹﾝ,ｲｾﾊﾗｼ,,,14214,,,,伊勢原市
14215,神奈川県,海老名市,ｶﾅｶﾞﾜｹﾝ,ｴﾋﾞﾅｼ,,,14215,,,,海老名市
14216,神奈川県,座間市,ｶﾅｶﾞﾜｹﾝ,ｻﾞﾏｼ,,,14216,,,,座間市
14217,神奈川県,南足柄市,ｶﾅｶﾞﾜｹﾝ,ﾐﾅﾐｱｼｶﾞﾗｼ,,,14217,,,,南足柄市
14218,神奈川県,綾瀬市,ｶﾅｶﾞﾜｹﾝ,ｱﾔｾｼ,,,14218,,,,綾瀬市
14301,神奈川県,葉山町,ｶﾅｶﾞﾜｹﾝ,ﾊﾔﾏﾏﾁ,,,14301,,,,葉山町
14321,神奈川県,寒川町,ｶﾅｶﾞﾜｹﾝ,ｻﾑｶﾜﾏﾁ,,,14321,,,,寒川町
14341,神奈川県,大磯町,ｶﾅｶﾞﾜｹﾝ,ｵｵｲｿﾏﾁ,,,14341,,,,大磯町
14342,神奈川県,二宮町,ｶﾅｶﾞﾜｹﾝ,ﾆﾉﾐﾔﾏﾁ,,,14342,,,,二宮町
14361,神奈川県,中井町,ｶﾅｶﾞﾜｹﾝ,ﾅｶｲﾏﾁ,,,14361,,,,中井町
14362,神奈川県,大井町,ｶﾅｶﾞﾜｹﾝ,ｵｵｲﾏﾁ,,,14362,,,,大井町
14363,神奈川県,松田町,ｶﾅｶﾞﾜｹﾝ,ﾏﾂﾀﾞﾏﾁ,,,14363,,,,松田町
14364,神奈川県,山北町,ｶﾅｶﾞﾜｹﾝ,ﾔﾏｷﾀﾏﾁ,,,14364,,,,山北町
14366,神奈川県,開成町,ｶﾅｶﾞﾜｹﾝ,ｶｲｾｲﾏﾁ,,,14366,,,,開成町
14382,神奈川県,箱根町,ｶﾅｶﾞﾜｹﾝ,ﾊｺﾈﾏﾁ,,,14382,,,,箱根町
14383,神奈川県,真鶴町,ｶﾅｶﾞﾜｹﾝ,ﾏﾅﾂﾙﾏﾁ,,,14383,,,,真鶴町
14384,神奈川県,湯河原町,ｶﾅｶﾞﾜｹﾝ,ﾕｶﾞﾜﾗﾏﾁ,,,14384,,,,湯河原町
14401,神奈川県,愛川町,ｶﾅｶﾞﾜｹﾝ,ｱｲｶﾜﾏﾁ,,,14401,,,,愛川町
14402,神奈川県,清川村,ｶﾅｶﾞﾜｹﾝ,ｷﾖｶﾜﾑﾗ,,,14402,,,,清川村
14421,神奈川県,城山町,ｶﾅｶﾞﾜｹﾝ,ｼﾛﾔﾏﾏﾁ,欠番,H19.3.11,14209,相模原市,ｻｶﾞﾐﾊﾗｼ,合併後は相模原市,相模原市
14422,神奈川県,津久井町,ｶﾅｶﾞﾜｹﾝ,ﾂｸｲﾏﾁ,欠番,H18.3.20,14209,相模原市,ｻｶﾞﾐﾊﾗｼ,合併後は相模原市,相模原市
14423,神奈川県,相模湖町,ｶﾅｶﾞﾜｹﾝ,ｻｶﾞﾐｺﾏﾁ,欠番,H18.3.20,14209,相模原市,ｻｶﾞﾐﾊﾗｼ,合併後は相模原市,相模原市
14424,神奈川県,藤野町,ｶﾅｶﾞﾜｹﾝ,ﾌｼﾞﾉﾏﾁ,欠番,H19.3.11,14209,相模原市,ｻｶﾞﾐﾊﾗｼ,合併後は相模原市,相模原市
15000,新潟県,,ﾆｲｶﾞﾀｹﾝ,,,,15000,,,,
15100,新潟県,新潟市,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼ,,,15100,,,,新潟市
15101,新潟県,新潟市北区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼｷﾀｸ,,,15101,,,,新潟市北区
15102,新潟県,新潟市東区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼﾋｶﾞｼｸ,,,15102,,,,新潟市東区
15103,新潟県,新潟市中央区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼﾁｭｳｵｳｸ,,,15103,,,,新潟市中央区
15104,新潟県,新潟市江南区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼｺｳﾅﾝｸ,,,15104,,,,新潟市江南区
15105,新潟県,新潟市秋葉区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼｱｷﾊｸ,,,15105,,,,新潟市秋葉区
15106,新潟県,新潟市南区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼﾐﾅﾐｸ,,,15106,,,,新潟市南区
15107,新潟県,新潟市西区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼﾆｼｸ,,,15107,,,,新潟市西区
15108,新潟県,新潟市西蒲区,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼﾆｼｶﾝｸ,,,15108,,,,新潟市西蒲区
15201,新潟県,新潟市,ﾆｲｶﾞﾀｹﾝ,ﾆｲｶﾞﾀｼ,欠番,H19.4.1,15100,新潟市,ﾆｲｶﾞﾀｼ,政令指定都市へ移行,新潟市
15202,新潟県,長岡市,ﾆｲｶﾞﾀｹﾝ,ﾅｶﾞｵｶｼ,,,15202,,,,長岡市
15204,新潟県,三条市,ﾆｲｶﾞﾀｹﾝ,ｻﾝｼﾞｮｳｼ,,,15204,,,,三条市
15205,新潟県,柏崎市,ﾆｲｶﾞﾀｹﾝ,ｶｼﾜｻﾞｷｼ,,,15205,,,,柏崎市
15206,新潟県,新発田市,ﾆｲｶﾞﾀｹﾝ,ｼﾊﾞﾀｼ,,,15206,,,,新発田市
15208,新潟県,小千谷市,ﾆｲｶﾞﾀｹﾝ,ｵﾁﾞﾔｼ,,,15208,,,,小千谷市
15209,新潟県,加茂市,ﾆｲｶﾞﾀｹﾝ,ｶﾓｼ,,,15209,,,,加茂市
15210,新潟県,十日町市,ﾆｲｶﾞﾀｹﾝ,ﾄｵｶﾏﾁｼ,,,15210,,,,十日町市
15211,新潟県,見附市,ﾆｲｶﾞﾀｹﾝ,ﾐﾂｹｼ,,,15211,,,,見附市
15212,新潟県,村上市,ﾆｲｶﾞﾀｹﾝ,ﾑﾗｶﾐｼ,,,15212,,,,村上市
15213,新潟県,燕市,ﾆｲｶﾞﾀｹﾝ,ﾂﾊﾞﾒｼ,,,15213,,,,燕市
15215,新潟県,栃尾市,ﾆｲｶﾞﾀｹﾝ,ﾄﾁｵｼ,欠番,H18.1.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15216,新潟県,糸魚川市,ﾆｲｶﾞﾀｹﾝ,ｲﾄｲｶﾞﾜｼ,,,15216,,,,糸魚川市
15217,新潟県,新井市,ﾆｲｶﾞﾀｹﾝ,ｱﾗｲｼ,変更なし（名称変更）,H17.4.1,15217,妙高市,ﾐョｳｺｳｼ,名称変更,妙高市
15217,新潟県,妙高市,ﾆｲｶﾞﾀｹﾝ,ﾐｮｳｺｳｼ,,,15217,,,,妙高市
15218,新潟県,五泉市,ﾆｲｶﾞﾀｹﾝ,ｺﾞｾﾝｼ,,,15218,,,,五泉市
15222,新潟県,上越市,ﾆｲｶﾞﾀｹﾝ,ｼﾞｮｳｴﾂｼ,,,15222,,,,上越市
15223,新潟県,阿賀野市,ﾆｲｶﾞﾀｹﾝ,ｱｶﾞﾉｼ,,,15223,,,,阿賀野市
15224,新潟県,佐渡市,ﾆｲｶﾞﾀｹﾝ,ｻﾄﾞｼ,,,15224,,,,佐渡市
15225,新潟県,魚沼市,ﾆｲｶﾞﾀｹﾝ,ｳｵﾇﾏｼ,,,15225,,,,魚沼市
15226,新潟県,南魚沼市,ﾆｲｶﾞﾀｹﾝ,ﾐﾅﾐｳｵﾇﾏｼ,,,15226,,,,南魚沼市
15227,新潟県,胎内市,ﾆｲｶﾞﾀｹﾝ,ﾀｲﾅｲｼ,,,15227,,,,胎内市
15307,新潟県,聖籠町,ﾆｲｶﾞﾀｹﾝ,ｾｲﾛｳﾏﾁ,,,15307,,,,聖籠町
15308,新潟県,加治川村,ﾆｲｶﾞﾀｹﾝ,ｶｼﾞｶﾜﾑﾗ,欠番,H17.5.1,15206,新発田市,ｼﾊﾞﾀｼ,合併後は新発田市,新発田市
15309,新潟県,紫雲寺町,ﾆｲｶﾞﾀｹﾝ,ｼｳﾝｼﾞﾏﾁ,欠番,H17.5.1,15206,新発田市,ｼﾊﾞﾀｼ,合併後は新発田市,新発田市
15310,新潟県,中条町,ﾆｲｶﾞﾀｹﾝ,ﾅｶｼﾞョｳﾏﾁ,欠番,H17.9.1,15227,胎内市,ﾀｲﾅｲｼ,合併後は胎内市,胎内市
15311,新潟県,黒川村,ﾆｲｶﾞﾀｹﾝ,ｸﾛｶﾜﾑﾗ,欠番,H17.9.1,15227,胎内市,ﾀｲﾅｲｼ,合併後は胎内市,胎内市
15322,新潟県,村松町,ﾆｲｶﾞﾀｹﾝ,ﾑﾗﾏﾂﾏﾁ,欠番,H18.1.1,15218,五泉市,ｺﾞｾﾝｼ,合併後は五泉市,五泉市
15342,新潟県,弥彦村,ﾆｲｶﾞﾀｹﾝ,ﾔﾋｺﾑﾗ,,,15342,,,,弥彦村
15343,新潟県,分水町,ﾆｲｶﾞﾀｹﾝ,ﾌﾞﾝｽｲﾏﾁ,欠番,H18.3.20,15213,燕市,ﾂﾊﾞﾒｼ,合併後は燕市,燕市
15344,新潟県,吉田町,ﾆｲｶﾞﾀｹﾝ,ﾖｼﾀﾞﾏﾁ,欠番,H18.3.20,15213,燕市,ﾂﾊﾞﾒｼ,合併後は燕市,燕市
15345,新潟県,巻町,ﾆｲｶﾞﾀｹﾝ,ﾏｷﾏﾁ,欠番,H17.10.10,15201,新潟市,ﾆｲｶﾞﾀｼ,合併後は新潟市,新潟市
15361,新潟県,田上町,ﾆｲｶﾞﾀｹﾝ,ﾀｶﾞﾐﾏﾁ,,,15361,,,,田上町
15362,新潟県,下田村,ﾆｲｶﾞﾀｹﾝ,ｼﾀﾀﾞﾑﾗ,欠番,H17.5.1,15204,三条市,ｻﾝｼﾞョｳｼ,合併後は三条市,三条市
15363,新潟県,栄町,ﾆｲｶﾞﾀｹﾝ,ｻｶｴﾏﾁ,欠番,H17.5.1,15204,三条市,ｻﾝｼﾞョｳｼ,合併後は三条市,三条市
15364,新潟県,中之島町,ﾆｲｶﾞﾀｹﾝ,ﾅｶﾉｼﾏﾏﾁ,欠番,H17.4.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15381,新潟県,津川町,ﾆｲｶﾞﾀｹﾝ,ﾂｶﾞﾜﾏﾁ,欠番,H17.4.1,15385,阿賀町,ｱｶﾞﾏﾁ,合併後は阿賀町,阿賀町
15382,新潟県,鹿瀬町,ﾆｲｶﾞﾀｹﾝ,ｶﾉｾﾏﾁ,欠番,H17.4.1,15385,阿賀町,ｱｶﾞﾏﾁ,合併後は阿賀町,阿賀町
15383,新潟県,上川村,ﾆｲｶﾞﾀｹﾝ,ｶﾐｶﾜﾑﾗ,欠番,H17.4.1,15385,阿賀町,ｱｶﾞﾏﾁ,合併後は阿賀町,阿賀町
15384,新潟県,三川村,ﾆｲｶﾞﾀｹﾝ,ﾐｶﾜﾑﾗ,欠番,H17.4.1,15385,阿賀町,ｱｶﾞﾏﾁ,合併後は阿賀町,阿賀町
15385,新潟県,阿賀町,ﾆｲｶﾞﾀｹﾝ,ｱｶﾞﾏﾁ,,,15385,,,,阿賀町
15401,新潟県,越路町,ﾆｲｶﾞﾀｹﾝ,ｺｼｼﾞﾏﾁ,欠番,H17.4.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15402,新潟県,三島町,ﾆｲｶﾞﾀｹﾝ,ﾐｼﾏﾏﾁ,欠番,H17.4.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15403,新潟県,与板町,ﾆｲｶﾞﾀｹﾝ,ﾖｲﾀﾏﾁ,欠番,H18.1.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15404,新潟県,和島村,ﾆｲｶﾞﾀｹﾝ,ﾜｼﾏﾑﾗ,欠番,H18.1.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15405,新潟県,出雲崎町,ﾆｲｶﾞﾀｹﾝ,ｲｽﾞﾓｻﾞｷﾏﾁ,,,15405,,,,出雲崎町
15406,新潟県,寺泊町,ﾆｲｶﾞﾀｹﾝ,ﾃﾗﾄﾞﾏﾘﾏﾁ,欠番,H18.1.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15421,新潟県,山古志村,ﾆｲｶﾞﾀｹﾝ,ﾔﾏｺｼﾑﾗ,欠番,H17.4.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15441,新潟県,川口町,ﾆｲｶﾞﾀｹﾝ,ｶﾜｸﾞﾁﾏﾁ,欠番,H22.3.31,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15461,新潟県,湯沢町,ﾆｲｶﾞﾀｹﾝ,ﾕｻﾞﾜﾏﾁ,,,15461,,,,湯沢町
15462,新潟県,塩沢町,ﾆｲｶﾞﾀｹﾝ,ｼｵｻﾞﾜﾏﾁ,欠番,H17.10.1,15226,南魚沼市,ﾐﾅﾐｳｵﾇﾏｼ,合併後は南魚沼市,南魚沼市
15481,新潟県,川西町,ﾆｲｶﾞﾀｹﾝ,ｶﾜﾆｼﾏﾁ,欠番,H17.4.1,15210,十日町市,ﾄｵｶﾏﾁｼ,合併後は十日町市,十日町市
15482,新潟県,津南町,ﾆｲｶﾞﾀｹﾝ,ﾂﾅﾝﾏﾁ,,,15482,,,,津南町
15483,新潟県,中里村,ﾆｲｶﾞﾀｹﾝ,ﾅｶｻﾄﾑﾗ,欠番,H17.4.1,15210,十日町市,ﾄｵｶﾏﾁｼ,合併後は十日町市,十日町市
15501,新潟県,高柳町,ﾆｲｶﾞﾀｹﾝ,ﾀｶﾔﾅｷﾞﾏﾁ,欠番,H17.5.1,15205,柏崎市,ｶｼﾜｻﾞｷｼ,合併後は柏崎市,柏崎市
15502,新潟県,小国町,ﾆｲｶﾞﾀｹﾝ,ｵｸﾞﾆﾏﾁ,欠番,H17.4.1,15202,長岡市,ﾅｶﾞｵｶｼ,合併後は長岡市,長岡市
15504,新潟県,刈羽村,ﾆｲｶﾞﾀｹﾝ,ｶﾘﾜﾑﾗ,,,15504,,,,刈羽村
15505,新潟県,西山町,ﾆｲｶﾞﾀｹﾝ,ﾆｼﾔﾏﾏﾁ,欠番,H17.5.1,15205,柏崎市,ｶｼﾜｻﾞｷｼ,合併後は柏崎市,柏崎市
15523,新潟県,松代町,ﾆｲｶﾞﾀｹﾝ,ﾏﾂﾀﾞｲﾏﾁ,欠番,H17.4.1,15210,十日町市,ﾄｵｶﾏﾁｼ,合併後は十日町市,十日町市
15524,新潟県,松之山町,ﾆｲｶﾞﾀｹﾝ,ﾏﾂﾉﾔﾏﾏﾁ,欠番,H17.4.1,15210,十日町市,ﾄｵｶﾏﾁｼ,合併後は十日町市,十日町市
15545,新潟県,妙高高原町,ﾆｲｶﾞﾀｹﾝ,ﾐョｳｺｳｺｳｹﾞﾝﾏﾁ,欠番,H17.4.1,15217,妙高市,ﾐョｳｺｳｼ,合併後は新井市　新井市は同日に妙高市へ名称変更,妙高市
15547,新潟県,妙高村,ﾆｲｶﾞﾀｹﾝ,ﾐョｳｺｳﾑﾗ,欠番,H17.4.1,15217,妙高市,ﾐョｳｺｳｼ,合併後は新井市　新井市は同日に妙高市へ名称変更,妙高市
15581,新潟県,関川村,ﾆｲｶﾞﾀｹﾝ,ｾｷｶﾜﾑﾗ,,,15581,,,,関川村
15582,新潟県,荒川町,ﾆｲｶﾞﾀｹﾝ,ｱﾗｶﾜﾏﾁ,欠番,H20.4.1,15212,村上市,ﾑﾗｶﾐｼ,合併後は村上市,村上市
15583,新潟県,神林村,ﾆｲｶﾞﾀｹﾝ,ｶﾐﾊﾔｼﾑﾗ,欠番,H20.4.1,15212,村上市,ﾑﾗｶﾐｼ,合併後は村上市,村上市
15584,新潟県,朝日村,ﾆｲｶﾞﾀｹﾝ,ｱｻﾋﾑﾗ,欠番,H20.4.1,15212,村上市,ﾑﾗｶﾐｼ,合併後は村上市,村上市
15585,新潟県,山北町,ﾆｲｶﾞﾀｹﾝ,ｻﾝﾎﾟｸﾏﾁ,欠番,H20.4.1,15212,村上市,ﾑﾗｶﾐｼ,合併後は村上市,村上市
15586,新潟県,粟島浦村,ﾆｲｶﾞﾀｹﾝ,ｱﾜｼﾏｳﾗﾑﾗ,,,15586,,,,粟島浦村
16000,富山県,,ﾄﾔﾏｹﾝ,,,,16000,,,,
16201,富山県,富山市,ﾄﾔﾏｹﾝ,ﾄﾔﾏｼ,,,16201,,,,富山市
16202,富山県,高岡市,ﾄﾔﾏｹﾝ,ﾀｶｵｶｼ,,,16202,,,,高岡市
16203,富山県,新湊市,ﾄﾔﾏｹﾝ,ｼﾝﾐﾅﾄｼ,欠番,H17.11.1,16211,射水市,ｲﾐｽﾞｼ,合併後は射水市,射水市
16204,富山県,魚津市,ﾄﾔﾏｹﾝ,ｳｵﾂﾞｼ,,,16204,,,,魚津市
16205,富山県,氷見市,ﾄﾔﾏｹﾝ,ﾋﾐｼ,,,16205,,,,氷見市
16206,富山県,滑川市,ﾄﾔﾏｹﾝ,ﾅﾒﾘｶﾜｼ,,,16206,,,,滑川市
16207,富山県,黒部市,ﾄﾔﾏｹﾝ,ｸﾛﾍﾞｼ,,,16207,,,,黒部市
16208,富山県,砺波市,ﾄﾔﾏｹﾝ,ﾄﾅﾐｼ,,,16208,,,,砺波市
16209,富山県,小矢部市,ﾄﾔﾏｹﾝ,ｵﾔﾍﾞｼ,,,16209,,,,小矢部市
16210,富山県,南砺市,ﾄﾔﾏｹﾝ,ﾅﾝﾄｼ,,,16210,,,,南砺市
16211,富山県,射水市,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,,,16211,,,,射水市
16301,富山県,大沢野町,ﾄﾔﾏｹﾝ,ｵｵｻﾜﾉﾏﾁ,欠番,H17.4.1,16201,富山市,ﾄﾔﾏｼ,合併後は富山市,富山市
